emp_no,birth_date,first_name,last_name,dept_no,to_date
46463,1952-08-29,Owen,Lamba,d002,9999-01-01
46466,1952-03-08,Eberhardt,Cusworth,d004,9999-01-01
46469,1952-02-23,Ekawit,Rusmann,d008,9999-01-01
46470,1954-05-31,Adhemar,Rassart,d004,9999-01-01
46471,1952-10-11,Zeydy,Miake,d005,9999-01-01
46480,1953-10-26,Basem,Ertl,d005,9999-01-01
46484,1953-04-25,Neelam,Rabehasaina,d007,9999-01-01
46488,1955-01-02,Zhanqiu,Byoun,d007,9999-01-01
46500,1953-04-19,Mong,Keirsey,d004,9999-01-01
46506,1952-12-06,Marie,Babu,d004,9999-01-01
46510,1955-04-15,Nahum,Armand,d005,9999-01-01
46530,1953-05-18,Kwangsub,Verhoeff,d002,9999-01-01
46532,1954-02-20,Siamak,Ruther,d008,9999-01-01
46533,1955-11-19,Lunjin,Edelhoff,d007,9999-01-01
46537,1952-07-31,Shahab,Litzkow,d005,9999-01-01
46542,1953-12-27,Tetsurou,Zolotykh,d004,9999-01-01
46548,1954-12-11,Uno,Schlenzig,d005,9999-01-01
46556,1952-07-08,Hirochika,Peac,d007,9999-01-01
46560,1952-10-07,Tamiya,Bain,d009,9999-01-01
46562,1952-08-18,Tiina,Panangaden,d005,9999-01-01
46563,1954-08-18,Marlo,Veldwijk,d004,9999-01-01
46567,1953-07-10,Khatoun,Kirkerud,d007,9999-01-01
46574,1955-12-13,Yuping,Sinitsyn,d007,9999-01-01
46576,1952-11-07,Kasidit,Lorys,d009,9999-01-01
46585,1954-06-17,Kazuhisa,Bressoud,d004,9999-01-01
46587,1954-07-07,Macha,Baaleh,d007,9999-01-01
46604,1953-04-04,Shahab,Pfau,d003,9999-01-01
46609,1954-12-27,Oddvar,Chinal,d005,9999-01-01
46611,1955-09-28,Katsuo,Leuchs,d004,9999-01-01
46613,1955-11-29,Sanjiv,Lores,d004,9999-01-01
46619,1954-04-05,Taizo,Docker,d007,9999-01-01
46621,1954-11-01,Karsten,Taneja,d004,9999-01-01
46622,1955-08-21,Filipp,Krzyzanowski,d005,9999-01-01
46623,1954-03-23,Kshitij,Pashtan,d005,9999-01-01
46627,1952-04-17,Piyush,Leonhardt,d003,9999-01-01
46630,1955-03-17,Shao,Coorg,d004,9999-01-01
46635,1953-05-03,Saeed,Frezza,d005,9999-01-01
46642,1953-05-14,Masadi,Kusakabe,d009,9999-01-01
46646,1952-12-10,Subir,Cesareni,d005,9999-01-01
46655,1953-07-16,Masako,Schnelling,d004,9999-01-01
46662,1954-01-05,Uwe,Ernst,d007,9999-01-01
46664,1953-06-27,Toshimori,Benveniste,d002,9999-01-01
46666,1952-06-19,Mabhin,Avouris,d003,9999-01-01
46670,1952-06-12,Marie,Unno,d001,9999-01-01
46671,1953-02-20,Munir,Codenie,d002,9999-01-01
46672,1954-04-12,Heekeun,Rehfuss,d001,9999-01-01
46675,1955-03-30,Kensyu,Smailagic,d005,9999-01-01
46679,1955-04-05,Bouchung,Flowers,d003,9999-01-01
46680,1952-04-05,Phuoc,Fairtlough,d001,9999-01-01
46683,1953-03-03,Ger,Wynblatt,d007,9999-01-01
46685,1952-07-28,Valter,Takanami,d005,9999-01-01
46704,1954-01-19,Wojceich,Maginnis,d004,9999-01-01
46709,1953-05-27,Samphel,Thambidurai,d004,9999-01-01
46710,1954-04-28,Patricia,Chartres,d004,9999-01-01
46713,1954-07-14,Ger,Montresor,d001,9999-01-01
46714,1952-02-25,Goa,Cronin,d005,9999-01-01
46717,1953-05-16,Roded,Yeung,d004,9999-01-01
46721,1955-06-16,Mang,Narlikar,d004,9999-01-01
46727,1953-11-22,LiMin,Dratva,d001,9999-01-01
46730,1955-07-17,Lakshmi,Flexer,d005,9999-01-01
46732,1954-12-04,Jaber,Yemenis,d009,9999-01-01
46735,1955-07-23,Elvis,Armand,d005,9999-01-01
46739,1953-05-15,Goncalo,Douceur,d004,9999-01-01
46740,1953-10-13,Denis,Kisuki,d003,9999-01-01
46749,1954-12-31,Gaetan,Lamparter,d005,9999-01-01
46754,1955-11-23,Theron,Rosis,d001,9999-01-01
46755,1955-06-02,Jenwei,Frezza,d007,9999-01-01
46757,1955-07-17,Supot,Delgrange,d005,9999-01-01
46763,1954-01-25,Mototsugu,Pusterhofer,d004,9999-01-01
46768,1953-06-06,Shimshon,Narahari,d003,9999-01-01
46773,1955-11-16,Vojin,Parveen,d005,9999-01-01
46781,1954-05-17,Zejun,Percebois,d004,9999-01-01
46784,1954-05-06,Urs,Heystek,d006,9999-01-01
46798,1954-09-09,Caolyn,Hettesheimer,d005,9999-01-01
46817,1953-04-27,Reuven,Talmon,d009,9999-01-01
46821,1952-04-15,Gian,Diderrich,d007,9999-01-01
46838,1954-10-28,Yakichi,Marzano,d007,9999-01-01
46847,1955-08-05,Mats,Guardalben,d002,9999-01-01
46852,1955-07-24,Gen,Chimia,d007,9999-01-01
46853,1952-10-03,Aiichiro,Walston,d007,9999-01-01
46858,1954-06-24,Lubomir,Gente,d007,9999-01-01
46864,1953-02-28,Ferdinand,Sooriamurthi,d007,9999-01-01
46866,1953-10-05,Sangeeta,Garnham,d008,9999-01-01
46882,1955-02-24,Ebbe,Swist,d009,9999-01-01
46884,1955-01-31,Marla,Aamodt,d009,9999-01-01
46887,1953-11-11,Zeydy,Viele,d008,9999-01-01
46901,1954-08-20,Krisda,Orlowska,d006,9999-01-01
46903,1955-12-29,Chinya,Lemarechal,d005,9999-01-01
46927,1954-01-08,Khaled,Matheson,d003,9999-01-01
46937,1955-07-08,Leif,Ulupinar,d004,9999-01-01
46940,1953-08-15,Zhilian,Comyn,d004,9999-01-01
46949,1953-09-15,Garnik,Rande,d004,9999-01-01
46953,1954-02-28,Lucien,Luga,d008,9999-01-01
46959,1953-02-21,Dulce,Haldar,d005,9999-01-01
46960,1952-12-29,Adas,Ranze,d004,9999-01-01
46961,1954-08-28,Zhenbing,Kushner,d001,9999-01-01
46963,1954-04-23,Val,Cesareni,d007,9999-01-01
46964,1953-12-08,Tiina,McClure,d005,9999-01-01
46967,1952-09-15,Fumiya,Nourani,d005,9999-01-01
46968,1955-06-21,Jahangir,Legleitner,d002,9999-01-01
46970,1952-07-08,Dietrich,Oehlmann,d004,9999-01-01
46974,1955-12-30,Shigehiro,Melski,d005,9999-01-01
46975,1953-09-21,Basil,Cherinka,d007,9999-01-01
46984,1953-06-28,Pascal,Kandlur,d005,9999-01-01
46991,1953-07-09,Poornachandra,Majewski,d006,9999-01-01
46993,1953-05-31,Brigham,Swab,d006,9999-01-01
47005,1953-09-22,Eric,Selvestrel,d007,9999-01-01
47008,1954-02-27,Radhika,Narlikar,d005,9999-01-01
47010,1954-04-02,Goh,Nannarelli,d007,9999-01-01
47013,1952-03-25,Kerhong,Straney,d005,9999-01-01
47017,1953-09-13,Hatsukazu,Demos,d008,9999-01-01
47021,1952-08-22,Mang,Paludetto,d004,9999-01-01
47022,1954-12-24,Mostafa,Terlouw,d007,9999-01-01
47026,1955-10-27,King,Syang,d001,9999-01-01
47028,1952-09-22,Chanjung,Swick,d004,9999-01-01
47033,1955-07-05,Tiina,Gien,d004,9999-01-01
47034,1954-01-20,Mario,Krupka,d003,9999-01-01
47038,1953-04-07,Nathan,Krohn,d004,9999-01-01
47042,1954-10-30,Bernd,Wissmann,d004,9999-01-01
47045,1954-03-09,Chikako,Koshino,d004,9999-01-01
47047,1954-05-29,Shugo,Nourani,d005,9999-01-01
47050,1954-11-16,Aimee,Nyrup,d008,9999-01-01
47051,1954-02-06,Ebbe,Srimani,d002,9999-01-01
47056,1954-07-01,Parto,Marciano,d007,9999-01-01
47059,1955-03-01,DAIDA,Hoppenstand,d004,9999-01-01
47061,1954-12-27,Kinh,Servi,d007,9999-01-01
47064,1952-08-29,Pramod,Miyakawa,d002,9999-01-01
47070,1952-06-26,Frederique,McDermid,d007,9999-01-01
47079,1955-01-18,Uta,Sudbeck,d005,9999-01-01
47081,1954-09-05,Tzu,Prochazka,d004,9999-01-01
47084,1954-01-18,Toshimori,Fortenbacher,d003,9999-01-01
47088,1954-01-23,Oddvar,Melski,d003,9999-01-01
47094,1954-02-26,Leni,Shimshoni,d005,9999-01-01
47100,1953-07-29,Thanasis,Luff,d008,9999-01-01
47103,1952-03-24,Mamdouh,Lueh,d008,9999-01-01
47107,1955-01-17,Thanasis,Pews,d002,9999-01-01
47114,1954-03-29,Iara,Haraldson,d005,9999-01-01
47115,1953-09-08,Richara,Rijsenbrij,d007,9999-01-01
47116,1954-03-17,Oscar,Rosar,d007,9999-01-01
47117,1954-12-30,Munehiko,Zhiwei,d004,9999-01-01
47120,1952-03-10,Takahiro,Casperson,d005,9999-01-01
47127,1952-03-13,Jenwei,Curless,d004,9999-01-01
47130,1954-08-27,Sandeepan,Benveniste,d007,9999-01-01
47133,1952-09-11,Syozo,Boyle,d004,9999-01-01
47137,1955-09-14,Valter,Marchegay,d007,9999-01-01
47138,1953-08-06,Vesna,Coorg,d007,9999-01-01
47145,1952-06-05,Tommaso,Plavsic,d006,9999-01-01
47146,1955-06-18,Masato,Ramaiah,d004,9999-01-01
47148,1955-05-10,Makato,Baezner,d004,9999-01-01
47166,1952-09-19,Chiranjit,Bade,d005,9999-01-01
47168,1955-12-31,Nahum,Pell,d004,9999-01-01
47169,1954-02-28,Cheong,Nourani,d007,9999-01-01
47173,1952-04-14,Lakshmi,Velasco,d003,9999-01-01
47174,1955-08-23,Bilhanan,Vecchio,d003,9999-01-01
47175,1954-02-23,Aral,Comte,d005,9999-01-01
47178,1954-02-28,Rimon,Srimani,d006,9999-01-01
47185,1955-03-30,Premsyl,Homond,d004,9999-01-01
47187,1954-06-12,Niranjan,Compeau,d009,9999-01-01
47193,1952-03-29,Mikhail,Baranowski,d004,9999-01-01
47200,1954-10-04,Hiroyasu,Wolniewicz,d009,9999-01-01
47203,1952-04-24,Samphel,Fasbender,d003,9999-01-01
47205,1954-12-14,Valeri,Whittlesey,d006,9999-01-01
47207,1954-04-19,Val,Soloway,d001,9999-01-01
47212,1954-02-10,Subbu,Tanemo,d008,9999-01-01
47215,1953-04-27,Zhenbing,Swen,d004,9999-01-01
47224,1954-11-22,Kankanahalli,Honiden,d004,9999-01-01
47225,1955-06-22,Zhiwei,Klerer,d002,9999-01-01
47227,1952-08-01,Jiafu,Gulla,d004,9999-01-01
47228,1955-05-10,Shuichi,Crooks,d003,9999-01-01
47236,1954-07-02,Masako,Polupanov,d001,9999-01-01
47238,1952-07-31,Munehiko,Heuter,d005,9999-01-01
47239,1955-03-20,Zissis,Schaad,d004,9999-01-01
47242,1954-10-20,Bodo,Broomell,d006,9999-01-01
47245,1953-02-04,Hatim,Ouhyoung,d004,9999-01-01
47246,1955-06-03,Teruyuki,Broder,d004,9999-01-01
47249,1954-10-04,Jayson,Swen,d001,9999-01-01
47251,1955-04-26,Hideo,Uehara,d004,9999-01-01
47255,1953-05-03,IEEE,Nastansky,d001,9999-01-01
47258,1955-03-05,Kellie,Bain,d002,9999-01-01
47265,1954-05-18,Chikako,Birke,d007,9999-01-01
47280,1953-07-13,Maria,Rissanen,d005,9999-01-01
47281,1952-11-10,Vugranam,Keustermans,d003,9999-01-01
47282,1955-06-17,Mihalis,Herath,d005,9999-01-01
47286,1955-04-16,Yinlin,Kamble,d007,9999-01-01
47288,1953-03-23,Nishit,Ratnaker,d007,9999-01-01
47293,1952-04-23,Unal,Beidas,d004,9999-01-01
47294,1953-11-11,Mihalis,Zallocco,d007,9999-01-01
47299,1955-11-18,Dmitri,Wixon,d004,9999-01-01
47306,1953-06-07,Florian,Pelc,d004,9999-01-01
47311,1955-02-12,Saeko,Baik,d009,9999-01-01
47321,1953-03-02,Leucio,Carrera,d004,9999-01-01
47324,1954-09-07,Alair,Nergos,d004,9999-01-01
47330,1955-05-28,Jenwei,Esposito,d009,9999-01-01
47340,1955-05-15,Jaber,Pokrovskii,d005,9999-01-01
47342,1953-11-09,Shichao,Stiles,d002,9999-01-01
47352,1952-08-27,Manohar,Stavenow,d006,9999-01-01
47354,1953-05-03,Uinam,Prochazka,d004,9999-01-01
47358,1952-05-29,Tommaso,Lieberherr,d004,9999-01-01
47361,1953-08-16,Leif,Jakobus,d004,9999-01-01
47374,1953-09-21,Yonghong,Kaiserswerth,d002,9999-01-01
47376,1955-06-03,Mats,Rouquie,d009,9999-01-01
47379,1955-06-30,Rance,Tchuente,d003,9999-01-01
47383,1954-12-11,Amabile,Melichar,d001,9999-01-01
47397,1955-05-15,Ymte,Wuwongse,d005,9999-01-01
47401,1952-03-18,Arco,Thisen,d006,9999-01-01
47403,1954-09-18,Mohit,Menhoudj,d001,9999-01-01
47409,1954-01-20,Kazuhira,Buchter,d004,9999-01-01
47414,1953-08-30,Youjian,Ratnakar,d005,9999-01-01
47422,1954-08-12,Djelloul,Luff,d002,9999-01-01
47423,1952-03-08,Vasiliy,Thorensen,d004,9999-01-01
47428,1954-11-10,Patricia,Zockler,d004,9999-01-01
47434,1952-07-31,Bouchung,Sanella,d004,9999-01-01
47436,1954-08-03,Aria,Biran,d005,9999-01-01
47438,1954-04-03,Dayanand,Mandell,d001,9999-01-01
47439,1955-08-13,Inderjeet,Langford,d008,9999-01-01
47445,1953-05-01,Masami,Kropp,d004,9999-01-01
47446,1954-05-02,Werner,Matzke,d005,9999-01-01
47447,1955-07-30,Matk,Kuszyk,d003,9999-01-01
47448,1954-02-06,Falguni,Gewali,d005,9999-01-01
47451,1954-08-09,Tse,Klassen,d001,9999-01-01
47456,1955-11-27,Tristan,Katzenelson,d007,9999-01-01
47457,1955-12-01,Isaac,Conta,d001,9999-01-01
47462,1954-03-04,Beshir,Sooriamurthi,d002,9999-01-01
47464,1955-06-30,Kamran,Chachaty,d005,9999-01-01
47466,1954-02-17,Mayuri,Biron,d005,9999-01-01
47468,1953-06-18,Yakichi,Conia,d008,9999-01-01
47470,1954-06-10,Toong,Deville,d003,9999-01-01
47471,1953-09-19,Shuji,Holburn,d004,9999-01-01
47480,1953-12-12,Shahid,Oaver,d005,9999-01-01
47488,1954-07-29,Sumant,Delgrange,d004,9999-01-01
47500,1953-07-29,Sachem,Leonhardt,d004,9999-01-01
47501,1953-04-28,Morrie,Schreiter,d006,9999-01-01
47505,1954-12-15,Tiina,Hockney,d007,9999-01-01
47516,1954-08-07,Ronnie,Assaf,d001,9999-01-01
47518,1953-10-13,Yoshimitsu,Schicker,d003,9999-01-01
47523,1954-01-30,Marin,Cooke,d002,9999-01-01
47531,1953-08-08,Sverrir,Kropatsch,d006,9999-01-01
47546,1954-08-10,Phuoc,Fairtlough,d007,9999-01-01
47548,1955-06-17,Isaac,Fortenbacher,d008,9999-01-01
47553,1955-06-15,Falguni,Zallocco,d005,9999-01-01
47557,1952-05-30,Vishwani,Leslie,d005,9999-01-01
47567,1955-06-29,Marc,Pouyioutas,d008,9999-01-01
47568,1953-03-23,Jaewoo,Lagarias,d006,9999-01-01
47575,1953-09-26,Shalesh,Osgood,d001,9999-01-01
47581,1955-10-31,Jagoda,Copas,d001,9999-01-01
47586,1953-08-12,Goncalo,Rothe,d004,9999-01-01
47592,1952-08-31,Toshimi,Usdin,d004,9999-01-01
47593,1952-09-10,Christfried,Awdeh,d007,9999-01-01
47597,1953-06-06,Yurii,Muntz,d001,9999-01-01
47604,1954-09-04,Mostafa,Flowers,d004,9999-01-01
47606,1955-02-13,Howell,Versino,d006,9999-01-01
47607,1953-03-24,Roded,Kilgour,d005,9999-01-01
47609,1952-03-26,Nikolaos,Massonet,d004,9999-01-01
47611,1953-06-14,Eldridge,Fandrianto,d004,9999-01-01
47616,1955-11-12,Shichao,Kulisch,d003,9999-01-01
47617,1955-10-13,Jolita,Schwartzbauer,d005,9999-01-01
47622,1955-11-21,Zijian,Chandrasekhar,d005,9999-01-01
47625,1952-10-30,Chinhyun,Chappelet,d004,9999-01-01
47626,1953-11-08,Wilmer,Bouloucos,d005,9999-01-01
47627,1953-04-26,Alejandra,Harbusch,d001,9999-01-01
47630,1955-01-26,Tooru,Walstra,d004,9999-01-01
47631,1955-01-09,Piyush,Peyn,d009,9999-01-01
47634,1952-12-15,Richard,Gihr,d009,9999-01-01
47635,1952-09-22,Sasan,Sommen,d007,9999-01-01
47637,1953-01-06,Sariel,Schlegelmilch,d002,9999-01-01
47640,1952-04-24,Persi,Barreiro,d005,9999-01-01
47644,1953-08-14,Rajmohan,Zlotek,d009,9999-01-01
47650,1955-05-12,Giri,Lindqvist,d003,9999-01-01
47651,1953-09-10,Shigeu,Haraldson,d004,9999-01-01
47655,1952-10-16,Edwin,Munos,d003,9999-01-01
47661,1952-06-30,Godehard,Pocchiola,d005,9999-01-01
47665,1954-04-06,Ger,Hennings,d003,9999-01-01
47669,1952-02-16,Yuqun,Broomell,d004,9999-01-01
47670,1952-06-21,Marek,Unni,d004,9999-01-01
47683,1953-10-22,Jenwei,Lund,d007,9999-01-01
47690,1952-08-04,Khue,Mayerwieser,d009,9999-01-01
47692,1953-10-17,Xuejia,Farrag,d004,9999-01-01
47706,1953-04-08,Khun,Kobara,d005,9999-01-01
47710,1952-05-06,Hsiangchu,Rebaine,d004,9999-01-01
47713,1954-12-10,Dante,Ghazalie,d009,9999-01-01
47715,1955-02-10,Lalit,Jervis,d005,9999-01-01
47716,1953-09-18,Bojan,Cesareni,d005,9999-01-01
47720,1953-08-19,Renny,Eugenio,d007,9999-01-01
47723,1955-04-16,Jianhui,Picco,d004,9999-01-01
47726,1954-10-03,Huei,Bahr,d001,9999-01-01
47729,1953-02-16,Xiaoqiang,Keustermans,d003,9999-01-01
47735,1953-06-09,Atilio,Krichel,d001,9999-01-01
47737,1952-06-21,Kensei,Speek,d005,9999-01-01
47739,1953-11-30,Moon,Piveteau,d004,9999-01-01
47740,1952-09-10,Tamiya,Linares,d007,9999-01-01
47746,1955-06-13,Elzbieta,Budinsky,d007,9999-01-01
47757,1952-07-05,Katsuyuki,Mansanne,d004,9999-01-01
47763,1954-04-22,Yagil,Basart,d007,9999-01-01
47764,1953-12-13,Nadjib,Demri,d007,9999-01-01
47765,1955-12-05,Mayumi,Sevcikova,d002,9999-01-01
47766,1954-03-26,Gunilla,Simmel,d003,9999-01-01
47770,1953-10-03,Conrado,Sridhar,d007,9999-01-01
47772,1953-10-18,Eishiro,Falco,d001,9999-01-01
47774,1953-04-17,Venkatesan,Bael,d004,9999-01-01
47775,1953-12-27,Florian,Kobuchi,d007,9999-01-01
47776,1952-11-05,Richard,Bojadziev,d001,9999-01-01
47777,1953-09-25,Arunachalam,Zaumen,d004,9999-01-01
47778,1955-11-11,Lucien,Benzaken,d007,9999-01-01
47779,1952-12-07,Bedrich,Cooman,d006,9999-01-01
47785,1952-11-25,Eldridge,Blokdijk,d004,9999-01-01
47790,1954-10-31,Uma,Bisiani,d004,9999-01-01
47791,1953-06-03,Leucio,Frijda,d009,9999-01-01
47793,1955-07-15,Olivera,Broomell,d005,9999-01-01
47796,1953-09-19,Jungsoon,Bottner,d007,9999-01-01
47798,1954-10-11,Mohammad,Zhang,d004,9999-01-01
47804,1954-10-06,Tadahiko,Erie,d008,9999-01-01
47809,1954-06-26,Shigehito,Maccarone,d006,9999-01-01
47812,1954-07-23,Jeane,Basart,d005,9999-01-01
47814,1953-04-17,Boguslaw,Polajnar,d001,9999-01-01
47816,1954-09-25,Raimond,Serre,d008,9999-01-01
47818,1955-10-01,Yakkov,Setiz,d004,9999-01-01
47821,1953-07-07,Raimond,Mitina,d005,9999-01-01
47822,1954-10-04,Roddy,Standera,d004,9999-01-01
47824,1955-04-09,Rance,Swen,d005,9999-01-01
47825,1955-05-10,Yakichi,Chelton,d007,9999-01-01
47829,1955-08-26,Nahid,Vanwelkenhuysen,d006,9999-01-01
47830,1954-04-21,Eben,Erni,d004,9999-01-01
47832,1955-08-17,Chriss,Zaccaria,d004,9999-01-01
47840,1953-05-05,Sugwoo,Syrotiuk,d007,9999-01-01
47841,1952-08-31,Aria,Benveniste,d008,9999-01-01
47846,1954-05-05,Hongzue,Bazzichi,d005,9999-01-01
47847,1954-09-11,Renny,Rusmann,d008,9999-01-01
47849,1953-12-02,Gao,Munke,d005,9999-01-01
47859,1953-04-30,Elzbieta,Peres,d002,9999-01-01
47862,1955-02-21,Yefim,Kroll,d004,9999-01-01
47866,1952-07-29,Khaled,Gimarc,d002,9999-01-01
47872,1953-05-12,Toshimo,Attimonelli,d009,9999-01-01
47873,1952-08-25,Divier,Kropf,d004,9999-01-01
47876,1952-04-16,Shigeaki,Orlowska,d007,9999-01-01
47878,1954-06-18,Rasiah,Underwood,d007,9999-01-01
47882,1952-03-25,Zsolt,Solovay,d008,9999-01-01
47894,1955-04-11,Jaideep,Horswill,d004,9999-01-01
47899,1952-04-17,Arra,Baig,d007,9999-01-01
47905,1953-02-02,Subhada,Vieth,d004,9999-01-01
47906,1952-10-07,Uma,Pulkowski,d003,9999-01-01
47920,1955-11-11,Zissis,Camurati,d004,9999-01-01
47925,1955-02-09,Angel,Kamble,d007,9999-01-01
47928,1953-05-27,Zhensheng,Zweizig,d005,9999-01-01
47929,1953-06-16,Vitaly,Sifakis,d005,9999-01-01
47930,1954-09-01,Apostol,Coors,d005,9999-01-01
47932,1953-09-04,King,Ruther,d008,9999-01-01
47943,1954-10-07,Martins,Puppo,d008,9999-01-01
47947,1953-08-11,DAIDA,Keirsey,d004,9999-01-01
47952,1952-06-24,Fumitaka,Motley,d008,9999-01-01
47955,1952-04-22,Bernd,Remmele,d004,9999-01-01
47958,1955-06-23,Jaques,Tibblin,d005,9999-01-01
47964,1954-11-29,Ramachenga,Range,d007,9999-01-01
47965,1953-03-15,Kotesh,Remmers,d007,9999-01-01
47969,1955-12-18,Tuval,Rosis,d007,9999-01-01
47970,1953-03-04,Hinrich,Joslin,d009,9999-01-01
47980,1952-03-23,Christoper,Bael,d008,9999-01-01
47981,1955-07-24,Barna,Peng,d005,9999-01-01
47988,1954-01-07,Mohan,Frezza,d008,9999-01-01
47994,1954-07-01,Zhanqiu,Zobel,d005,9999-01-01
47996,1953-07-02,Hirochika,Itschner,d001,9999-01-01
47997,1954-01-03,Babette,Botman,d006,9999-01-01
47998,1952-05-07,Rance,Karner,d003,9999-01-01
48008,1955-01-31,Goncalo,Gulak,d002,9999-01-01
48009,1954-01-23,Golgen,Alblas,d001,9999-01-01
48019,1953-04-23,Guenter,Avouris,d005,9999-01-01
48020,1953-11-10,Nobuyoshi,Strandh,d005,9999-01-01
48026,1955-04-03,Yannik,Silva,d004,9999-01-01
48027,1952-04-08,Snehasis,Servieres,d008,9999-01-01
48028,1952-07-04,Steve,Bach,d005,9999-01-01
48031,1955-03-09,Bezalel,Klassen,d005,9999-01-01
48034,1953-01-24,Odinaldo,Cronau,d005,9999-01-01
48039,1954-01-13,Lakshmi,Fortenbacher,d003,9999-01-01
48043,1953-03-12,Visit,Murtafg,d004,9999-01-01
48044,1953-05-04,Zhonghui,Luga,d007,9999-01-01
48050,1955-05-26,Tianruo,Chandrasekhar,d005,9999-01-01
48058,1953-10-23,Duke,Peltason,d005,9999-01-01
48063,1954-05-01,Rafael,Ouhyoung,d003,9999-01-01
48066,1952-07-11,Mats,Passafiume,d005,9999-01-01
48069,1955-04-07,Hongzue,Kandlur,d001,9999-01-01
48071,1955-02-02,Rafail,Dulay,d007,9999-01-01
48072,1952-08-03,Tomoyuki,Chappelet,d002,9999-01-01
48073,1955-09-30,Jamaludin,Uhrig,d004,9999-01-01
48077,1954-08-29,Adly,Engberts,d003,9999-01-01
48080,1954-05-18,Florina,Coorg,d004,9999-01-01
48092,1952-06-22,Shuichi,Furudate,d007,9999-01-01
48098,1954-03-27,Miyeon,Rettelbach,d001,9999-01-01
48099,1952-06-20,Miomir,Chvatal,d003,9999-01-01
48108,1955-03-29,Shaowei,Cairo,d006,9999-01-01
48110,1954-03-08,Jessie,Baar,d001,9999-01-01
48116,1954-04-02,Jianhao,Suomi,d005,9999-01-01
48117,1952-10-25,Yolla,Heemskerk,d008,9999-01-01
48120,1955-03-08,Collette,Strooper,d003,9999-01-01
48121,1955-12-30,Youpyo,Hutter,d008,9999-01-01
48122,1953-12-31,Hatsukazu,Isaac,d004,9999-01-01
48127,1955-01-23,Barna,Thisen,d005,9999-01-01
48129,1955-07-24,Froduald,Standera,d005,9999-01-01
48131,1952-05-31,Arne,Bharadwaj,d008,9999-01-01
48138,1953-05-04,Richard,Merli,d007,9999-01-01
48139,1955-12-23,Perry,Bultermann,d001,9999-01-01
48142,1953-01-30,Juichirou,Peac,d003,9999-01-01
48144,1952-11-27,Oscar,Rubsam,d007,9999-01-01
48149,1953-07-31,Sivanarayana,Nergos,d002,9999-01-01
48154,1954-12-17,Baocai,Baba,d008,9999-01-01
48157,1953-04-29,Fumitaka,Ligten,d004,9999-01-01
48161,1953-02-19,Khalid,Gustavson,d008,9999-01-01
48165,1954-09-09,Chuanti,Budinsky,d007,9999-01-01
48167,1954-02-19,Sreekrishna,Junot,d009,9999-01-01
48176,1953-04-10,Hauke,Templeman,d009,9999-01-01
48177,1952-05-01,Xudong,Chinal,d005,9999-01-01
48179,1954-04-18,Shahab,Lichtner,d006,9999-01-01
48181,1954-05-21,Jongsuk,Montemayor,d009,9999-01-01
48183,1955-08-05,Gil,Minakawa,d001,9999-01-01
48185,1954-02-02,Adel,Pusterhofer,d005,9999-01-01
48192,1955-01-26,Eldridge,Soicher,d004,9999-01-01
48201,1952-07-09,Leen,Valtorta,d004,9999-01-01
48202,1955-04-07,Changho,Herbst,d004,9999-01-01
48204,1955-10-23,Boaz,Tramer,d009,9999-01-01
48206,1955-05-31,Yuriy,Azumi,d009,9999-01-01
48221,1954-10-30,Willard,Gist,d008,9999-01-01
48222,1955-11-12,Shaowei,Wolniewicz,d008,9999-01-01
48232,1954-12-13,Herb,Skogmar,d006,9999-01-01
48235,1954-11-20,Otmar,Herbst,d008,9999-01-01
48238,1954-12-27,Mototsugu,Ladret,d003,9999-01-01
48240,1955-03-11,Mooi,Lamba,d005,9999-01-01
48243,1952-04-07,Juyoung,Riesenhuber,d005,9999-01-01
48250,1955-02-15,Collette,Bouloucos,d004,9999-01-01
48253,1953-03-28,Babette,Muniz,d009,9999-01-01
48254,1954-05-23,Chenyi,Gomatam,d005,9999-01-01
48261,1953-08-25,Bodh,Hopewell,d007,9999-01-01
48262,1952-05-08,Tiina,Usdin,d008,9999-01-01
48266,1953-09-21,Margareta,Cooman,d004,9999-01-01
48267,1954-06-23,Serenella,Validov,d005,9999-01-01
48268,1954-08-03,Kazuhisa,Hutton,d001,9999-01-01
48270,1953-09-25,Guadalupe,Lorys,d008,9999-01-01
48272,1954-07-26,Yucai,Tanemo,d005,9999-01-01
48276,1953-07-27,Val,Chinen,d004,9999-01-01
48277,1955-07-14,Rosella,Ramras,d005,9999-01-01
48285,1955-08-26,Siamak,McAlpine,d005,9999-01-01
48286,1954-11-10,Roded,Ranum,d007,9999-01-01
48314,1955-01-15,Mang,Chiodo,d006,9999-01-01
48318,1955-02-03,Stella,Piveteau,d006,9999-01-01
48320,1953-09-18,Mitsuyuki,Salvesen,d005,9999-01-01
48323,1952-05-29,Jacopo,Swist,d002,9999-01-01
48325,1955-09-14,Anneke,Rajaraman,d009,9999-01-01
48327,1953-07-11,Udaiprakash,Fandrianto,d004,9999-01-01
48331,1954-06-25,Jiafu,Masaki,d007,9999-01-01
48332,1954-03-26,Hailing,Kleiser,d004,9999-01-01
48337,1955-08-09,Martine,Fontet,d005,9999-01-01
48340,1954-02-28,Luisa,Pezzoli,d004,9999-01-01
48343,1953-02-16,Sungwon,Lung,d004,9999-01-01
48351,1955-10-11,Jeane,Stassinopoulos,d004,9999-01-01
48362,1954-01-07,Zvonko,Jording,d006,9999-01-01
48363,1953-08-03,Thodoros,Azumi,d001,9999-01-01
